build_id,as_of_date,value_segment,category_name,customers,units,merchandise_gmv_brl,coverage_status
4877d616-bad1-48d6-bffb-17005001d164,2018-10-17,A_HIGH_VALUE,construction_tools_construction,387,531,124640.89,PUBLISHABLE
4877d616-bad1-48d6-bffb-17005001d164,2018-10-17,C_LOW_VALUE,telephony,2762,2850,71940.35,PUBLISHABLE
4877d616-bad1-48d6-bffb-17005001d164,2018-10-17,B_MEDIUM_VALUE,health_beauty,2834,3045,198196.7,PUBLISHABLE
4877d616-bad1-48d6-bffb-17005001d164,2018-10-17,B_MEDIUM_VALUE,perfumery,962,1017,62149.4,PUBLISHABLE
4877d616-bad1-48d6-bffb-17005001d164,2018-10-17,B_MEDIUM_VALUE,furniture_decor,2171,2574,149372.64,PUBLISHABLE
4877d616-bad1-48d6-bffb-17005001d164,2018-10-17,C_LOW_VALUE,small_appliances,107,113,2866.04,PUBLISHABLE
4877d616-bad1-48d6-bffb-17005001d164,2018-10-17,A_HIGH_VALUE,luggage_accessories,599,653,112432.46,PUBLISHABLE
4877d616-bad1-48d6-bffb-17005001d164,2018-10-17,B_MEDIUM_VALUE,baby,931,978,57899.53,PUBLISHABLE
4877d616-bad1-48d6-bffb-17005001d164,2018-10-17,C_LOW_VALUE,auto,1011,1045,27481.93,PUBLISHABLE
4877d616-bad1-48d6-bffb-17005001d164,2018-10-17,A_HIGH_VALUE,computers_accessories,2963,4018,715013.56,PUBLISHABLE
4877d616-bad1-48d6-bffb-17005001d164,2018-10-17,B_MEDIUM_VALUE,fashion_underwear_beach,74,75,4455.07,PUBLISHABLE
4877d616-bad1-48d6-bffb-17005001d164,2018-10-17,C_LOW_VALUE,unknown,375,394,10736.62,PUBLISHABLE
4877d616-bad1-48d6-bffb-17005001d164,2018-10-17,C_LOW_VALUE,housewares,1734,1865,50219.31,PUBLISHABLE
4877d616-bad1-48d6-bffb-17005001d164,2018-10-17,B_MEDIUM_VALUE,musical_instruments,181,185,12173.71,PUBLISHABLE
4877d616-bad1-48d6-bffb-17005001d164,2018-10-17,A_HIGH_VALUE,toys,1713,1916,357418.4,PUBLISHABLE
4877d616-bad1-48d6-bffb-17005001d164,2018-10-17,B_MEDIUM_VALUE,costruction_tools_garden,52,73,3462.35,PUBLISHABLE
4877d616-bad1-48d6-bffb-17005001d164,2018-10-17,A_HIGH_VALUE,market_place,93,118,19093.97,PUBLISHABLE
4877d616-bad1-48d6-bffb-17005001d164,2018-10-17,B_MEDIUM_VALUE,fashion_bags_accessories,812,888,49350.49,PUBLISHABLE
4877d616-bad1-48d6-bffb-17005001d164,2018-10-17,A_HIGH_VALUE,industry_commerce_and_business,152,183,32655.56,PUBLISHABLE
4877d616-bad1-48d6-bffb-17005001d164,2018-10-17,C_LOW_VALUE,fixed_telephony,98,101,2381.17,PUBLISHABLE
4877d616-bad1-48d6-bffb-17005001d164,2018-10-17,C_LOW_VALUE,drinks,101,108,2834.87,PUBLISHABLE
4877d616-bad1-48d6-bffb-17005001d164,2018-10-17,B_MEDIUM_VALUE,audio,79,80,6071.87,PUBLISHABLE
4877d616-bad1-48d6-bffb-17005001d164,2018-10-17,C_LOW_VALUE,pet_shop,311,331,9925.12,PUBLISHABLE
4877d616-bad1-48d6-bffb-17005001d164,2018-10-17,C_LOW_VALUE,consoles_games,404,417,11025.75,PUBLISHABLE
4877d616-bad1-48d6-bffb-17005001d164,2018-10-17,B_MEDIUM_VALUE,electronics,344,410,23140.0,PUBLISHABLE
4877d616-bad1-48d6-bffb-17005001d164,2018-10-17,C_LOW_VALUE,furniture_living_room,35,36,1252.34,PUBLISHABLE
4877d616-bad1-48d6-bffb-17005001d164,2018-10-17,A_HIGH_VALUE,art,107,109,18745.26,PUBLISHABLE
4877d616-bad1-48d6-bffb-17005001d164,2018-10-17,B_MEDIUM_VALUE,office_furniture,111,111,9103.75,PUBLISHABLE
4877d616-bad1-48d6-bffb-17005001d164,2018-10-17,B_MEDIUM_VALUE,christmas_supplies,49,56,3626.7,PUBLISHABLE
4877d616-bad1-48d6-bffb-17005001d164,2018-10-17,C_LOW_VALUE,agro_industry_and_commerce,38,41,1037.29,PUBLISHABLE
4877d616-bad1-48d6-bffb-17005001d164,2018-10-17,A_HIGH_VALUE,food_drink,51,75,8289.63,PUBLISHABLE
4877d616-bad1-48d6-bffb-17005001d164,2018-10-17,A_HIGH_VALUE,furniture_bedroom,75,88,18505.73,PUBLISHABLE
4877d616-bad1-48d6-bffb-17005001d164,2018-10-17,A_HIGH_VALUE,fashion_male_clothing,46,63,7617.89,PUBLISHABLE
4877d616-bad1-48d6-bffb-17005001d164,2018-10-17,B_MEDIUM_VALUE,air_conditioning,41,46,2806.81,PUBLISHABLE
4877d616-bad1-48d6-bffb-17005001d164,2018-10-17,A_HIGH_VALUE,books_technical,56,62,9562.15,PUBLISHABLE
4877d616-bad1-48d6-bffb-17005001d164,2018-10-17,C_LOW_VALUE,home_construction,36,37,1017.7,PUBLISHABLE
4877d616-bad1-48d6-bffb-17005001d164,2018-10-17,A_HIGH_VALUE,signaling_and_security,71,111,18174.37,PUBLISHABLE
4877d616-bad1-48d6-bffb-17005001d164,2018-10-17,A_HIGH_VALUE,tablets_printing_image,49,53,5922.95,PUBLISHABLE
4877d616-bad1-48d6-bffb-17005001d164,2018-10-17,C_LOW_VALUE,dvds_blu_ray,38,40,776.29,PUBLISHABLE
4877d616-bad1-48d6-bffb-17005001d164,2018-10-17,A_HIGH_VALUE,perfumery,1554,1741,313927.66,PUBLISHABLE
4877d616-bad1-48d6-bffb-17005001d164,2018-10-17,C_LOW_VALUE,stationery,457,484,13170.45,PUBLISHABLE
4877d616-bad1-48d6-bffb-17005001d164,2018-10-17,A_HIGH_VALUE,office_furniture,1128,1551,258855.66,PUBLISHABLE
4877d616-bad1-48d6-bffb-17005001d164,2018-10-17,B_MEDIUM_VALUE,computers_accessories,1700,1841,121321.69,PUBLISHABLE
4877d616-bad1-48d6-bffb-17005001d164,2018-10-17,C_LOW_VALUE,bed_bath_table,1568,1668,52265.09,PUBLISHABLE
4877d616-bad1-48d6-bffb-17005001d164,2018-10-17,A_HIGH_VALUE,health_beauty,3793,4443,982511.32,PUBLISHABLE
4877d616-bad1-48d6-bffb-17005001d164,2018-10-17,A_HIGH_VALUE,baby,1363,1493,327755.86,PUBLISHABLE
4877d616-bad1-48d6-bffb-17005001d164,2018-10-17,C_LOW_VALUE,garden_tools,396,420,11659.05,PUBLISHABLE
4877d616-bad1-48d6-bffb-17005001d164,2018-10-17,A_HIGH_VALUE,air_conditioning,172,212,49603.69,PUBLISHABLE
4877d616-bad1-48d6-bffb-17005001d164,2018-10-17,B_MEDIUM_VALUE,toys,1235,1292,86339.78,PUBLISHABLE
4877d616-bad1-48d6-bffb-17005001d164,2018-10-17,C_LOW_VALUE,sports_leisure,1631,1706,50571.18,PUBLISHABLE
4877d616-bad1-48d6-bffb-17005001d164,2018-10-17,A_HIGH_VALUE,furniture_decor,2851,4339,525900.18,PUBLISHABLE
4877d616-bad1-48d6-bffb-17005001d164,2018-10-17,C_LOW_VALUE,food,174,177,4651.62,PUBLISHABLE
4877d616-bad1-48d6-bffb-17005001d164,2018-10-17,A_HIGH_VALUE,fashion_bags_accessories,405,546,83558.24,PUBLISHABLE
4877d616-bad1-48d6-bffb-17005001d164,2018-10-17,C_LOW_VALUE,watches_gifts,518,519,16854.83,PUBLISHABLE
4877d616-bad1-48d6-bffb-17005001d164,2018-10-17,A_HIGH_VALUE,construction_tools_lights,172,219,36426.18,PUBLISHABLE
4877d616-bad1-48d6-bffb-17005001d164,2018-10-17,B_MEDIUM_VALUE,books_technical,99,101,6221.54,PUBLISHABLE
4877d616-bad1-48d6-bffb-17005001d164,2018-10-17,B_MEDIUM_VALUE,market_place,100,105,6506.72,PUBLISHABLE
4877d616-bad1-48d6-bffb-17005001d164,2018-10-17,C_LOW_VALUE,books_general_interest,225,233,6890.51,PUBLISHABLE
4877d616-bad1-48d6-bffb-17005001d164,2018-10-17,C_LOW_VALUE,cool_stuff,433,452,13761.83,PUBLISHABLE
4877d616-bad1-48d6-bffb-17005001d164,2018-10-17,B_MEDIUM_VALUE,construction_tools_construction,175,208,11874.66,PUBLISHABLE
4877d616-bad1-48d6-bffb-17005001d164,2018-10-17,A_HIGH_VALUE,electronics,434,514,97724.08,PUBLISHABLE
4877d616-bad1-48d6-bffb-17005001d164,2018-10-17,A_HIGH_VALUE,musical_instruments,331,371,169165.84,PUBLISHABLE
4877d616-bad1-48d6-bffb-17005001d164,2018-10-17,B_MEDIUM_VALUE,industry_commerce_and_business,72,76,5613.36,PUBLISHABLE
4877d616-bad1-48d6-bffb-17005001d164,2018-10-17,B_MEDIUM_VALUE,luggage_accessories,332,342,23534.37,PUBLISHABLE
4877d616-bad1-48d6-bffb-17005001d164,2018-10-17,C_LOW_VALUE,fashion_shoes,57,57,1833.84,PUBLISHABLE
4877d616-bad1-48d6-bffb-17005001d164,2018-10-17,B_MEDIUM_VALUE,food_drink,51,63,3044.34,PUBLISHABLE
4877d616-bad1-48d6-bffb-17005001d164,2018-10-17,A_HIGH_VALUE,computers,175,198,218649.64,PUBLISHABLE
4877d616-bad1-48d6-bffb-17005001d164,2018-10-17,C_LOW_VALUE,home_appliances,290,302,8116.38,PUBLISHABLE
4877d616-bad1-48d6-bffb-17005001d164,2018-10-17,A_HIGH_VALUE,audio,158,168,42193.4,PUBLISHABLE
4877d616-bad1-48d6-bffb-17005001d164,2018-10-17,A_HIGH_VALUE,costruction_tools_garden,72,95,19836.79,PUBLISHABLE
4877d616-bad1-48d6-bffb-17005001d164,2018-10-17,C_LOW_VALUE,kitchen_dining_laundry_garden_furniture,30,30,1074.81,PUBLISHABLE
4877d616-bad1-48d6-bffb-17005001d164,2018-10-17,C_LOW_VALUE,costruction_tools_tools,39,39,1206.57,PUBLISHABLE
4877d616-bad1-48d6-bffb-17005001d164,2018-10-17,B_MEDIUM_VALUE,art,59,59,3990.31,PUBLISHABLE
4877d616-bad1-48d6-bffb-17005001d164,2018-10-17,B_MEDIUM_VALUE,fashion_male_clothing,34,38,2045.68,PUBLISHABLE
4877d616-bad1-48d6-bffb-17005001d164,2018-10-17,B_MEDIUM_VALUE,signaling_and_security,32,39,2255.16,PUBLISHABLE
4877d616-bad1-48d6-bffb-17005001d164,2018-10-17,A_HIGH_VALUE,fashion_underwear_beach,32,39,4720.0,PUBLISHABLE
